Year,Country,Code,CPI value,Rank
2001,Finland,FIN,9.9,1
2001,Denmark,DNK,9.5,2
2001,New Zealand,NZL,9.4,3
2001,Iceland,ISL,9.2,4
2001,Singapore,SGP,9.2,4
2001,Sweden,SWE,9,6
2001,Canada,CAN,8.9,7
2001,Netherlands,NLD,8.8,8
2001,Luxembourg,LUX,8.7,9
2001,Norway,NOR,8.6,10
2001,Australia,AUS,8.5,11
2001,Switzerland,CHE,8.4,12
2001,United Kingdom,GBR,8.3,13
2001,Hong Kong,HKG,7.9,14
2001,Austria,AUT,7.8,15
2001,Israel,ISR,7.6,16
2001,USA,USA,7.6,16
2001,Chile,CHL,7.5,18
2001,Ireland,IRL,7.5,18
2001,Germany,DEU,7.4,20
2001,Japan,JPN,7.1,21
2001,Spain,ESP,7,22
2001,France,FRA,6.7,23
2001,Belgium,BEL,6.6,24
2001,Portugal,PRT,6.3,25
2001,Botswana,BWA,6,26
2001,Taiwan,TWN,5.9,27
2001,Estonia,EST,5.6,28
2001,Italy,ITA,5.5,29
2001,Namibia,NAM,5.4,30
2001,Hungary,HUN,5.3,31
2001,Trinidad & Tobago,TTO,5.3,31
2001,Tunisia,TUN,5.3,31
2001,Slovenia,SVN,5.2,34
2001,Uruguay,URY,5.1,35
2001,Malaysia,MYS,5,36
2001,Jordan,JOR,4.9,37
2001,Lithuania,LTU,4.8,38
2001,South Africa,ZAF,4.8,38
2001,Costa Rica,CRI,4.5,40
2001,Mauritius,MUS,4.5,40
2001,Greece,GRC,4.2,42
2001,South Korea,KOR,4.2,42
2001,Peru,PER,4.1,44
2001,Poland,POL,4.1,44
2001,Brazil,BRA,4,46
2001,Bulgaria,BGR,3.9,47
2001,Croatia,HRV,3.9,47
2001,Czech Republic,CZE,3.9,47
2001,Colombia,COL,3.8,50
2001,Mexico,MEX,3.7,51
2001,Panama,PAN,3.7,51
2001,Slovak Republic,SVK,3.7,51
2001,Egypt,EGY,3.6,54
2001,El Salvador,SLV,3.6,54
2001,Turkey,TUR,3.6,54
2001,Argentina,ARG,3.5,57
2001,China,CHN,3.5,57
2001,Ghana,GHA,3.4,59
2001,Latvia,LVA,3.4,59
2001,Malawi,MWI,3.2,61
2001,Thailand,THA,3.2,61
2001,Dominican Rep,DOM,3.1,63
2001,Moldova,MDA,3.1,63
2001,Guatemala,GTM,2.9,65
2001,Philippines,PHL,2.9,65
2001,Senegal,SEN,2.9,65
2001,Zimbabwe,ZWE,2.9,65
2001,Romania,ROU,2.8,69
2001,Venezuela,VEN,2.8,69
2001,Honduras,HND,2.7,71
2001,India,IND,2.7,71
2001,Kazakhstan,KAZ,2.7,71
2001,Uzbekistan,UZB,2.7,71
2001,Vietnam,VNM,2.6,75
2001,Zambia,ZMB,2.6,75
2001,Cote d_Ivoire,CIV,2.4,77
2001,Nicaragua,NIC,2.4,77
2001,Ecuador,ECU,2.3,79
2001,Pakistan,PAK,2.3,79
2001,Russia,RUS,2.3,79
2001,Tanzania,TZA,2.2,82
2001,Ukraine,UKR,2.1,83
2001,Azerbaijan,AZE,2,84
2001,Bolivia,BOL,2,84
2001,Cameroon,CMR,2,84
2001,Kenya,KEN,2,84
2001,Indonesia,IDN,1.9,88
2001,Uganda,UGA,1.9,88
2001,Nigeria,NGA,1,90
2001,Bangladesh,BGD,0.4,91
