Year,Country,Code,CPI value,Rank
2006,Finland,FIN,9.6,1
2006,Iceland,ISL,9.6,1
2006,New Zealand,NZL,9.6,1
2006,Denmark,DNK,9.5,4
2006,Singapore,SGP,9.4,5
2006,Sweden,SWE,9.2,6
2006,Switzerland,CHE,9.1,7
2006,Norway,NOR,8.8,8
2006,Australia,AUS,8.7,9
2006,Netherlands,NLD,8.7,9
2006,Austria,AUT,8.6,11
2006,Luxembourg,LUX,8.6,11
2006,United Kingdom,GBR,8.6,11
2006,Canada,CAN,8.5,14
2006,Hong Kong,HKG,8.3,15
2006,Germany,DEU,8,16
2006,Japan,JPN,7.6,17
2006,France,FRA,7.4,18
2006,Ireland,IRL,7.4,18
2006,Belgium,BEL,7.3,20
2006,Chile,CHL,7.3,20
2006,USA,USA,7.3,20
2006,Spain,ESP,6.8,23
2006,Barbados,BRB,6.7,24
2006,Estonia,EST,6.7,24
2006,Macau,MAC,6.6,26
2006,Portugal,PRT,6.6,26
2006,Malta,MLT,6.4,28
2006,Slovenia,SVN,6.4,28
2006,Uruguay,URY,6.4,28
2006,United Arab Emirates,ARE,6.2,31
2006,Bhutan,BTN,6,32
2006,Qatar,QAT,6,32
2006,Israel,ISR,5.9,34
2006,Taiwan,TWN,5.9,34
2006,Bahrain,BHR,5.7,36
2006,Botswana,BWA,5.6,37
2006,Cyprus,CYP,5.6,37
2006,Oman,OMN,5.4,39
2006,Jordan,JOR,5.3,40
2006,Hungary,HUN,5.2,41
2006,Mauritius,MUS,5.1,42
2006,South Korea,NOR,5.1,42
2006,Malaysia,MYS,5,44
2006,Italy,ITA,4.9,45
2006,Czech Republic,CZE,4.8,46
2006,Kuwait,KWT,4.8,46
2006,Lithuania,LTU,4.8,46
2006,Latvia,LVA,4.7,49
2006,Slovakia,SVK,4.7,49
2006,South Africa,ZAF,4.6,51
2006,Tunisia,TUN,4.6,51
2006,Dominica,DMA,4.5,53
2006,Greece,GRC,4.4,54
2006,Costa Rica,CRI,4.1,55
2006,Namibia,NAM,4.1,55
2006,Bulgaria,BGR,4,57
2006,El Salvador,SLV,4,57
2006,Colombia,COL,3.9,59
2006,Turkey,TUR,3.8,60
2006,Jamaica,JAM,3.7,61
2006,Poland,POL,3.7,61
2006,Lebanon,LBN,3.6,63
2006,Seychelles,SYC,3.6,63
2006,Thailand,THA,3.6,63
2006,Belize,BLZ,3.5,66
2006,Cuba,CUB,3.5,66
2006,Grenada,GRD,3.5,66
2006,Croatia,HRV,3.4,69
2006,Brazil,BRA,3.3,70
2006,China,CHN,3.3,70
2006,Egypt,EGY,3.3,70
2006,Ghana,GHA,3.3,70
2006,India,IND,3.3,70
2006,Mexico,MEX,3.3,70
2006,Peru,PER,3.3,70
2006,Saudi Arabia,SAU,3.3,70
2006,Senegal,SEN,3.3,70
2006,Burkina Faso,BFA,3.2,79
2006,Lesotho,LSO,3.2,79
2006,Moldova,MDA,3.2,79
2006,Morocco,MAR,3.2,79
2006,Trinidad and Tobago,TTO,3.2,79
2006,Algeria,DZA,3.1,84
2006,Madagascar,MDG,3.1,84
2006,Mauritania,MUS,3.1,84
2006,Panama,PAN,3.1,84
2006,Romania,ROU,3.1,84
2006,Sri Lanka,LKA,3.1,84
2006,Gabon,GAB,3,90
2006,Serbia,SRB,3,90
2006,Suriname,SUR,3,90
2006,Argentina,ARG,2.9,93
2006,Armenia,ARM,2.9,93
2006,Bosnia and Herzgegovina,BIH,2.9,93
2006,Eritrea,ERI,2.9,93
2006,Syria,SYR,2.9,93
2006,Tanzania,TZA,2.9,93
2006,Dominican Republic,DOM,2.8,99
2006,Georgia,GEO,2.8,99
2006,Mali,MLI,2.8,99
2006,Mongolia,MNG,2.8,99
2006,Mozambique,MOZ,2.8,99
2006,Ukraine,UKR,2.8,99
2006,Bolivia,BOL,2.7,105
2006,Iran,IRQ,2.7,105
2006,Libya,LBY,2.7,105
2006,Macedonia,MKD,2.7,105
2006,Malawi,MWI,2.7,105
2006,Uganda,UGA,2.7,105
2006,Albania,ALB,2.6,111
2006,Guatemala,GTM,2.6,111
2006,Kazakhstan,KAZ,2.6,111
2006,Laos,LAO,2.6,111
2006,Nicaragua,NIC,2.6,111
2006,Paraguay,PRY,2.6,111
2006,Timor-Leste,TLS,2.6,111
2006,Viet Nam,VNM,2.6,111
2006,Yemen,YEM,2.6,111
2006,Zambia,ZMB,2.6,111
2006,Benin,BEN,2.5,121
2006,Gambia,GMB,2.5,121
2006,Guyana,GUY,2.5,121
2006,Honduras,HND,2.5,121
2006,Nepal,NPL,2.5,121
2006,Philippines,PHL,2.5,121
2006,Russia,RUS,2.5,121
2006,Rwanda,RWA,2.5,121
2006,Swaziland,SWZ,2.5,121
2006,Azerbaijan,AZE,2.4,130
2006,Burundi,BDI,2.4,130
2006,Central African Republic,CAF,2.4,130
2006,Ethiopia,ETH,2.4,130
2006,Indonesia,IDN,2.4,130
2006,Papua New Guinea,PNG,2.4,130
2006,Togo,TGO,2.4,130
2006,Zimbabwe,ZWE,2.4,130
2006,Cameroon,CMR,2.3,138
2006,Ecuador,ECU,2.3,138
2006,Niger,NER,2.3,138
2006,Venezuela,VEN,2.3,138
2006,Angola,AGO,2.2,142
2006,"Congo, Republic",COR,2.2,142
2006,Kenya,KEN,2.2,142
2006,Kyrgyzstan,KGZ,2.2,142
2006,Nigeria,NGA,2.2,142
2006,Pakistan,PAK,2.2,142
2006,Sierra Leone,SLE,2.2,142
2006,Tajikistan,TJK,2.2,142
2006,Turkmenistan,TKM,2.2,142
2006,Belarus,BLR,2.1,151
2006,Cambodia,KHM,2.1,151
2006,C_te d_Ivoire,CIV,2.1,151
2006,Equatorial Guinea,GNQ,2.1,151
2006,Uzbekistan,UZB,2.1,151
2006,Bangladesh,BGD,2,156
2006,Chad,TCD,2,156
2006,"Congo, Democratic Republic",COD,2,156
2006,Sudan,SDN,2,156
2006,Guinea,GIN,1.9,160
2006,Iraq,IRQ,1.9,160
2006,Myanmar,MMR,1.9,160
2006,Haiti,HTI,1.8,163
