Year,Country,Code,CPI value,Rank
1999,Denmark,DNK,10,1
1999,Finland,FIN,9.8,2
1999,New Zealand,NZL,9.4,3
1999,Sweden,SWE,9.4,3
1999,Canada,CAN,9.2,5
1999,Iceland,ISL,9.2,5
1999,Singapore,SGP,9.1,7
1999,Netherlands,NLD,9,8
1999,Norway,NOR,8.9,9
1999,Switzerland,CHE,8.9,9
1999,Luxembourg,LUX,8.8,11
1999,Australia,AUS,8.7,12
1999,United Kingdom,GBR,8.6,13
1999,Germany,DEU,8,14
1999,Hong Kong,HKG,7.7,15
1999,Ireland,IRL,7.7,15
1999,Austria,AUT,7.6,17
1999,USA,USA,7.5,18
1999,Chile,CHL,6.9,19
1999,Israel,ISR,6.8,20
1999,Portugal,PRT,6.7,21
1999,France,FRA,6.6,22
1999,Spain,ESP,6.6,22
1999,Botswana,BWA,6.1,24
1999,Japan,JPN,6,25
1999,Slovenia,SVN,6,25
1999,Estonia,EST,5.7,27
1999,Taiwan,TWN,5.6,28
1999,Belgium,BEL,5.3,29
1999,Namibia,NAM,5.3,29
1999,Hungary,HUN,5.2,31
1999,Costa Rica,CRI,5.1,32
1999,Malaysia,MYS,5.1,32
1999,South Africa,ZAF,5,34
1999,Tunisia,TUN,5,34
1999,Greece,GRC,4.9,36
1999,Mauritius,MUS,4.9,36
1999,Italy,ITA,4.7,38
1999,Czech Republic,CZE,4.6,39
1999,Peru,PER,4.5,40
1999,Jordan,JOR,4.4,41
1999,Uruguay,URY,4.4,41
1999,Mongolia,MNG,4.3,43
1999,Poland,POL,4.2,44
1999,Brazil,BRA,4.1,45
1999,Malawi,MWI,4.1,45
1999,Morocco,MAR,4.1,45
1999,Zimbabwe,ZWE,4.1,45
1999,El Salvador,SLV,3.9,49
1999,Jamaica,JAM,3.8,50
1999,Lithuania,LTU,3.8,50
1999,South Korea,KOR,3.8,50
1999,Slovak Republic,SVK,3.7,53
1999,Philippines,PHL,3.6,54
1999,Turkey,TUR,3.6,54
1999,Mozambique,MOZ,3.5,56
1999,Zambia,ZMB,3.5,56
1999,Belarus,BLR,3.4,58
1999,China,CHN,3.4,58
1999,Latvia,LVA,3.4,58
1999,Mexico,MEX,3.4,58
1999,Senegal,SEN,3.4,58
1999,Bulgaria,BGR,3.3,63
1999,Egypt,EGY,3.3,63
1999,Ghana,GHA,3.3,63
1999,Macedonia,MKD,3.3,63
1999,Romania,ROU,3.3,63
1999,Guatemala,GTM,3.2,68
1999,Thailand,THA,3.2,68
1999,Nicaragua,NIC,3.1,70
1999,Argentina,ARG,3,71
1999,Colombia,COL,2.9,72
1999,India,IND,2.9,72
1999,Croatia,HRV,2.7,74
1999,Ivory Coast,CIV,2.6,75
1999,Moldova,MDA,2.6,75
1999,Ukraine,UKR,2.6,75
1999,Venezuela,VEN,2.6,75
1999,Vietnam,VNM,2.6,75
1999,Armenia,ARM,2.5,80
1999,Bolivia,BOL,2.5,80
1999,Ecuador,ECU,2.4,82
1999,Russia,RUS,2.4,82
1999,Albania,ALB,2.3,84
1999,Georgia,GEO,2.3,84
1999,Kazakhstan,KAZ,2.3,84
1999,Kyrgyz Republic,KGZ,2.2,87
1999,Pakistan,PAK,2.2,87
1999,Uganda,UGA,2.2,87
1999,Kenya,KEN,2,90
1999,Paraguay,PRY,2,90
1999,Yugoslavia,MKD,2,90
1999,Tanzania,TZA,1.9,93
1999,Honduras,HND,1.8,94
1999,Uzbekistan,UZB,1.8,94
1999,Azerbaijan,AZE,1.7,96
1999,Indonesia,IDN,1.7,96
1999,Nigeria,NGA,1.6,98
1999,Cameroon,CMR,1.5,99
