Year,Country,Code,CPI value,Rank
1998,Denmark,DNK,10,1
1998,Finland,FIN,9.6,2
1998,Sweden,SWE,9.5,3
1998,New Zealand,NZL,9.4,4
1998,Iceland,ISL,9.3,5
1998,Canada,CAN,9.2,6
1998,Singapore,SGP,9.1,7
1998,Netherlands,NLD,9,8
1998,Norway,NOR,9,8
1998,Switzerland,CHE,8.9,10
1998,Australia,AUS,8.7,11
1998,Luxembourg,LUX,8.7,11
1998,United Kingdom,GBR,8.7,11
1998,Ireland,IRL,8.2,14
1998,Germany,DEU,7.9,15
1998,Hong Kong,HKG,7.8,16
1998,Austria,AUT,7.5,17
1998,United States,USA,7.5,17
1998,Israel,ISR,7.1,19
1998,Chile,CHL,6.8,20
1998,France,FRA,6.7,21
1998,Portugal,PRT,6.5,22
1998,Botswana,BWA,6.1,23
1998,Spain,ESP,6.1,23
1998,Japan,JPN,5.8,25
1998,Estonia,EST,5.7,26
1998,Costa Rica,CRI,5.6,27
1998,Belgium,BEL,5.4,28
1998,Malaysia,MYS,5.3,29
1998,Namibia,NAM,5.3,29
1998,Taiwan,TWN,5.3,29
1998,South Africa,ZAF,5.2,32
1998,Hungary,HUN,5,33
1998,Mauritius,MUS,5,33
1998,Tunisia,TUN,5,33
1998,Greece,GRC,4.9,36
1998,Czech Republic,CZE,4.8,37
1998,Jordan,JOR,4.7,38
1998,Italy,ITA,4.6,39
1998,Poland,POL,4.6,39
1998,Peru,PER,4.5,41
1998,Uruguay,URY,4.3,42
1998,South Korea,KOR,4.2,43
1998,Zimbabwe,ZWE,4.2,43
1998,Malawi,MWI,4.1,45
1998,Brazil,BRA,4,46
1998,Belarus,BLR,3.9,47
1998,Slovak Republic,SVK,3.9,47
1998,Jamaica,JAM,3.8,49
1998,Morocco,MAR,3.7,50
1998,El Salvador,SLV,3.6,51
1998,China,CHN,3.5,52
1998,Zambia,ZMB,3.5,53
1998,Turkey,TUR,3.4,54
1998,Ghana,GHA,3.3,55
1998,Mexico,MEX,3.3,55
1998,Philippines,PHL,3.3,55
1998,Senegal,SEN,3.3,55
1998,Ivory Coast,CIV,3.1,59
1998,Guatemala,GTM,3.1,59
1998,Argentina,ARG,3,61
1998,Nicaragua,NIC,3,61
1998,Romania,ROU,3,61
1998,Thailand,THA,3,61
1998,Yugoslavia,MKD,3,61
1998,Bulgaria,BGR,2.9,66
1998,Egypt,EGY,2.9,66
1998,India,IND,2.9,66
1998,Bolivia,BOL,2.8,69
1998,Ukraine,UKR,2.8,69
1998,Latvia,LVA,2.7,71
1998,Pakistan,PAK,2.7,71
1998,Uganda,UGA,2.6,73
1998,Kenya,KEN,2.5,74
1998,Vietnam,VNM,2.5,74
1998,Russia,RUS,2.4,76
1998,Ecuador,ECU,2.3,77
1998,Venezuela,VEN,2.3,77
1998,Colombia,COL,2.2,79
1998,Indonesia,IDN,2,80
1998,Nigeria,NGA,1.9,81
1998,Tanzania,TZA,1.9,81
1998,Honduras,HND,1.7,83
1998,Paraguay,PRY,1.5,84
1998,Cameroon,CMR,1.4,85
