Year,Country,Code,CPI value,Rank
1996,New Zealand,NZL,9.43,1
1996,Denmark,DNK,9.33,2
1996,Sweden,SWE,9.08,3
1996,Finland,FIN,9.05,4
1996,Canada,CAN,8.96,5
1996,Norway,NOR,8.87,6
1996,Singapore,SGP,8.8,7
1996,Switzerland,CHE,8.76,8
1996,Netherlands,NLD,8.71,9
1996,Australia,AUS,8.6,10
1996,Ireland,IRL,8.45,11
1996,Unit.Kingd.,GBR,8.44,12
1996,Germany,DEU,8.27,13
1996,Israel,ISR,7.71,14
1996,USA,USA,7.66,15
1996,Austria,AUT,7.59,16
1996,Japan,JPN,7.05,17
1996,Hong Kong,HKG,7.01,18
1996,France,FRA,6.96,19
1996,Belgium,BEL,6.84,20
1996,Chile,CHL,6.8,21
1996,Portugal,PRT,6.53,22
1996,South Africa,ZAF,5.68,23
1996,Poland,POL,5.57,24
1996,Czech Rep.,CZE,5.37,25
1996,Malaysia,MYS,5.32,26
1996,South Korea,KOR,5.02,27
1996,Greece,GRC,5.01,28
1996,Taiwan,TWN,4.98,29
1996,Jordan,JOR,4.89,30
1996,Hungary,HUN,4.86,31
1996,Spain,ESP,4.31,32
1996,Turkey,TUR,3.54,33
1996,Italy,ITA,3.42,34
1996,Argentina,ARG,3.41,35
1996,Bolivia,BOL,3.4,36
1996,Thailand,THA,3.33,37
1996,Mexico,MEX,3.3,38
1996,Ecuador,ECU,3.19,39
1996,Brazil,BRA,2.96,40
1996,Egypt,EGY,2.84,41
1996,Colombia,COL,2.73,42
1996,Uganda,UGA,2.71,43
1996,Philippines,PHL,2.69,44
1996,Indonesia,IDN,2.65,45
1996,India,IND,2.63,46
1996,Russia,RUS,2.58,47
1996,Venezuela,VEN,2.5,48
1996,Cameroon,CMR,2.46,49
1996,China,CHN,2.43,50
1996,Bangladesh,BGD,2.29,51
1996,Kenya,KEN,2.21,52
1996,Pakistan,PAK,1,53
1996,Nigeria,NGA,0.69,54
